,Date,Close
3881,2015-04-08,125.6
3880,2015-04-07,126.01
3879,2015-04-06,127.35
3878,2015-04-02,125.32
3877,2015-04-01,124.25
3876,2015-03-31,124.43
3875,2015-03-30,126.37
3874,2015-03-27,123.25
3873,2015-03-26,124.24
3872,2015-03-25,123.38
3871,2015-03-24,126.69
3870,2015-03-23,127.21
3869,2015-03-20,125.9
3868,2015-03-19,127.495
3867,2015-03-18,128.47
3866,2015-03-17,127.04
3865,2015-03-16,124.95
3864,2015-03-13,123.59
3863,2015-03-12,124.45
3862,2015-03-11,122.24
3861,2015-03-10,124.51
3860,2015-03-09,127.14
3859,2015-03-06,126.6
3858,2015-03-05,126.41
3857,2015-03-04,128.54
3856,2015-03-03,129.36
3855,2015-03-02,129.09
3854,2015-02-27,128.46
3853,2015-02-26,130.415
3852,2015-02-25,128.79
3851,2015-02-24,132.17
3850,2015-02-23,133.0
3849,2015-02-20,129.495
3848,2015-02-19,128.45
3847,2015-02-18,128.715
3846,2015-02-17,127.83
3845,2015-02-13,127.08
3844,2015-02-12,126.46
3843,2015-02-11,124.88
3842,2015-02-10,122.02
3841,2015-02-09,119.72
3840,2015-02-06,118.93
3839,2015-02-05,119.94
3838,2015-02-04,119.56
3837,2015-02-03,118.65
3836,2015-02-02,118.63
3835,2015-01-30,117.16
3834,2015-01-29,118.9
3833,2015-01-28,115.31
3832,2015-01-27,109.14
3831,2015-01-26,113.1
3830,2015-01-23,112.98
3829,2015-01-22,112.4
3828,2015-01-21,109.55
3827,2015-01-20,108.72
3826,2015-01-16,105.99
3825,2015-01-15,106.82
3824,2015-01-14,109.8
3823,2015-01-13,110.22
3822,2015-01-12,109.25
3821,2015-01-09,112.01
3820,2015-01-08,111.89
3819,2015-01-07,107.75
3818,2015-01-06,106.26
3817,2015-01-05,106.25
3816,2015-01-02,109.33
3815,2014-12-31,110.38
3814,2014-12-30,112.52
3813,2014-12-29,113.91
3812,2014-12-26,113.99
3811,2014-12-24,112.01
3810,2014-12-23,112.54
3809,2014-12-22,112.94
3808,2014-12-19,111.78
3807,2014-12-18,112.65
3806,2014-12-17,109.41
3805,2014-12-16,106.745
3804,2014-12-15,108.225
3803,2014-12-12,109.73
3802,2014-12-11,111.62
3801,2014-12-10,111.95
3800,2014-12-09,114.12
3799,2014-12-08,112.4
3798,2014-12-05,115.0
3797,2014-12-04,115.49
3796,2014-12-03,115.93
3795,2014-12-02,114.63
3794,2014-12-01,115.07
3793,2014-11-28,118.93
3792,2014-11-26,119.0
3791,2014-11-25,117.6
3790,2014-11-24,118.625
3789,2014-11-21,116.47
3788,2014-11-20,116.31
3787,2014-11-19,114.67
3786,2014-11-18,115.47
3785,2014-11-17,113.99
3784,2014-11-14,114.18
3783,2014-11-13,112.82
3782,2014-11-12,111.25
3781,2014-11-11,109.7
3780,2014-11-10,108.83
3779,2014-11-07,109.01
3778,2014-11-06,108.7
3777,2014-11-05,108.86
3776,2014-11-04,108.6
3775,2014-11-03,109.4
3774,2014-10-31,108.0
3773,2014-10-30,106.98
3772,2014-10-29,107.34
3771,2014-10-28,106.74
3770,2014-10-27,105.11
3769,2014-10-24,105.22
3768,2014-10-23,104.83
3767,2014-10-22,102.99
3766,2014-10-21,102.47
3765,2014-10-20,99.76
3764,2014-10-17,97.67
3763,2014-10-16,96.26
3762,2014-10-15,97.54
3761,2014-10-14,98.75
3760,2014-10-13,99.81
3759,2014-10-10,100.73
3758,2014-10-09,101.02
3757,2014-10-08,100.8
3756,2014-10-07,98.75
3755,2014-10-06,99.62
3754,2014-10-03,99.62
3753,2014-10-02,99.9
3752,2014-10-01,99.18
3751,2014-09-30,100.75
3750,2014-09-29,100.11
3749,2014-09-26,100.75
3748,2014-09-25,97.87
3747,2014-09-24,101.75
3746,2014-09-23,102.64
3745,2014-09-22,101.06
