,Date,Close
3221,2023-04-17,187.04
3220,2023-04-14,185.0
3219,2023-04-13,185.9
3218,2023-04-12,180.54
3217,2023-04-11,186.79
3216,2023-04-10,184.51
3215,2023-04-06,185.06
3214,2023-04-05,185.52
3213,2023-04-04,192.58
3212,2023-04-03,194.77
3211,2023-03-31,207.46
3210,2023-03-30,195.28
3209,2023-03-29,193.88
3208,2023-03-28,189.19
3207,2023-03-27,191.81
3206,2023-03-24,190.41
3205,2023-03-23,192.22
3204,2023-03-22,191.15
3203,2023-03-21,197.58
3202,2023-03-20,183.25
3201,2023-03-17,180.13
3200,2023-03-16,184.13
3199,2023-03-15,180.45
3198,2023-03-14,183.26
3197,2023-03-13,174.48
3196,2023-03-10,173.44
3195,2023-03-09,172.92
3194,2023-03-08,182.0
3193,2023-03-07,187.71
3192,2023-03-06,193.81
3191,2023-03-03,197.79
3190,2023-03-02,190.9
3189,2023-03-01,202.77
3188,2023-02-28,205.71
3187,2023-02-27,207.63
3186,2023-02-24,196.88
3185,2023-02-23,202.07
3184,2023-02-22,200.86
3183,2023-02-21,197.37
3182,2023-02-17,208.31
3181,2023-02-16,202.04
3180,2023-02-15,214.24
3179,2023-02-14,209.25
3178,2023-02-13,194.64
3177,2023-02-10,196.89
3176,2023-02-09,207.32
3175,2023-02-08,201.29
3174,2023-02-07,196.81
3173,2023-02-06,194.76
3172,2023-02-03,189.98
3171,2023-02-02,188.27
3170,2023-02-01,181.41
3169,2023-01-31,173.22
3168,2023-01-30,166.66
3167,2023-01-27,177.9
3166,2023-01-26,160.27
3165,2023-01-25,144.43
3164,2023-01-24,143.89
3163,2023-01-23,143.75
3162,2023-01-20,133.42
3161,2023-01-19,127.17
3160,2023-01-18,128.78
3159,2023-01-17,131.49
3158,2023-01-13,122.4
3157,2023-01-12,123.56
3156,2023-01-11,123.22
3155,2023-01-10,118.85
3154,2023-01-09,119.77
3153,2023-01-06,113.06
3152,2023-01-05,110.34
3151,2023-01-04,113.64
3150,2023-01-03,108.1
3149,2022-12-30,123.18
3148,2022-12-29,121.82
3147,2022-12-28,112.71
3146,2022-12-27,109.1
3145,2022-12-23,123.15
3144,2022-12-22,125.35
3143,2022-12-21,137.57
3142,2022-12-20,137.8
3141,2022-12-19,149.87
3140,2022-12-16,150.23
3139,2022-12-15,157.67
3138,2022-12-14,156.8
3137,2022-12-13,160.95
3136,2022-12-12,167.82
3135,2022-12-09,179.05
3134,2022-12-08,173.44
3133,2022-12-07,174.04
3132,2022-12-06,179.82
3131,2022-12-05,182.45
3130,2022-12-02,194.86
3129,2022-12-01,194.7
3128,2022-11-30,194.7
3127,2022-11-29,180.83
3126,2022-11-28,182.92
3125,2022-11-25,182.86
3124,2022-11-23,183.2
3123,2022-11-22,169.91
3122,2022-11-21,167.87
3121,2022-11-18,180.19
3120,2022-11-17,183.17
3119,2022-11-16,186.92
3118,2022-11-15,194.42
3117,2022-11-14,190.95
3116,2022-11-11,195.97
3115,2022-11-10,190.72
3114,2022-11-09,177.59
3113,2022-11-08,191.3
3112,2022-11-07,197.08
3111,2022-11-04,207.47
3110,2022-11-03,215.31
3109,2022-11-02,214.98
3108,2022-11-01,227.82
3107,2022-10-31,227.54
3106,2022-10-28,228.52
3105,2022-10-27,225.09
3104,2022-10-26,224.64
3103,2022-10-25,222.415
3102,2022-10-24,211.25
3101,2022-10-21,214.44
3100,2022-10-20,207.28
3099,2022-10-19,222.04
3098,2022-10-18,220.19
3097,2022-10-17,219.35
3096,2022-10-14,204.99
3095,2022-10-13,221.72
3094,2022-10-12,217.24
3093,2022-10-11,216.5
3092,2022-10-10,222.96
3091,2022-10-07,223.07
3090,2022-10-06,238.13
3089,2022-10-05,240.81
3088,2022-10-04,249.44
3087,2022-10-03,242.4
3086,2022-09-30,265.25
3085,2022-09-29,268.21
3084,2022-09-28,287.81
3083,2022-09-27,282.94
3082,2022-09-26,276.01
3081,2022-09-23,275.33
3080,2022-09-22,288.59
3079,2022-09-21,300.8
3078,2022-09-20,308.73
3077,2022-09-19,309.07
3076,2022-09-16,303.35
3075,2022-09-15,303.75
3074,2022-09-14,302.61
3073,2022-09-13,292.13
3072,2022-09-12,304.42
3071,2022-09-09,299.68
3070,2022-09-08,289.26
3069,2022-09-07,283.7
3068,2022-09-06,274.42
3067,2022-09-02,270.21
3066,2022-09-01,277.16
3065,2022-08-31,275.61
3064,2022-08-30,277.7
3063,2022-08-29,284.82
3062,2022-08-26,288.09
3061,2022-08-25,296.07
3060,2022-08-24,891.29
3059,2022-08-23,889.36
3058,2022-08-22,869.74
3057,2022-08-19,890.0
3056,2022-08-18,908.61
3055,2022-08-17,911.99
3054,2022-08-16,919.69
3053,2022-08-15,927.96
3052,2022-08-12,900.09
3051,2022-08-11,859.89
3050,2022-08-10,883.07
3049,2022-08-09,850.0
3048,2022-08-08,871.27
3047,2022-08-05,864.51
3046,2022-08-04,925.9
3045,2022-08-03,922.19
3044,2022-08-02,901.76
3043,2022-08-01,891.83
3042,2022-07-29,891.45
3041,2022-07-28,842.7
3040,2022-07-27,824.46
3039,2022-07-26,776.58
3038,2022-07-25,805.3
3037,2022-07-22,816.73
3036,2022-07-21,815.12
3035,2022-07-20,742.5
3034,2022-07-19,736.59
